,QC_08,lv1_08,Ground_temperature_08,Temperature_08,Temperature_08_H0,Relative_humidity_08,Sep,QC_20,lv1_20,Ground_temperature_20,Temperature_20,Temperature_20_H0,Relative_humidity_20
2009/10/19,0,31,275.9243333333334,47,261.28482,35,/,0,31,284.316,47,263.91827,35
2009/10/20,0,31,277.71066666666667,47,260.95792,35,/,0,31,283.63233333333335,47,263.93759,43
2009/10/21,0,31,277.147,47,262.07608,35,/,0,31,283.13366666666667,47,262.28195,43
2009/10/22,0,31,276.85833333333335,47,259.6413,43,/,0,31,286.16499999999996,47,263.83514,43
2009/10/23,0,31,277.76099999999997,47,261.72696,43,/,0,31,284.01133333333337,47,264.8078,43
2009/10/24,0,31,278.00733333333335,47,262.35092,43,/,0,31,284.89599999999996,47,264.27692,35
2009/10/25,0,31,277.89166666666665,47,262.41794,43,/,3,31,284.197,47,263.71783,35
2009/10/26,0,31,277.99300000000005,47,263.19604,35,/,0,31,282.4823333333334,47,265.08005,35
2009/10/27,0,31,276.85900000000004,47,264.54681,35,/,0,31,284.0493333333334,47,265.86447,35
2009/10/28,0,31,277.69033333333334,47,263.76794,35,/,0,31,283.6576666666666,47,266.85364,35
2009/10/29,0,31,277.2056666666667,47,264.20987,39,/,0,31,286.023,47,268.48642,35
2009/10/30,3,31,280.5586666666667,47,265.53235,36,/,0,31,280.1776666666667,47,265.24432,35
2009/10/31,0,31,274.514,47,261.08359,35,/,0,31,279.84799999999996,47,262.38162,36
2009/11/01,0,31,271.81533333333334,47,259.22836,35,/,0,31,273.2613333333333,47,260.95807,35
2009/11/02,0,31,266.78499999999997,47,261.43747,35,/,0,31,277.496,47,266.81708,35
2009/11/03,0,31,273.4843333333333,47,264.65768,35,/,0,31,281.5013333333334,47,264.46692,35
2009/11/04,0,0,273.62666666666667,47,261.39462,35,/,0,31,282.5243333333333,47,263.19659,43
2009/11/05,0,0,274.9923333333333,47,262.32199,43,/,0,31,283.22633333333334,47,267.94028,35
2009/11/06,0,0,276.5416666666667,47,263.79953,35,/,0,31,285.937,47,266.94989,42
2009/11/07,0,31,277.4026666666666,47,262.31418,29,/,0,31,285.8896666666667,47,266.41656,35
2009/11/08,0,31,277.0516666666666,47,262.91135,35,/,0,31,283.5916666666667,47,266.40659,35
2009/11/09,0,31,277.12466666666666,47,262.8887,35,/,0,31,281.5656666666667,47,266.82693,42
2009/11/10,0,31,274.577,47,264.42883,42,/,0,31,276.358,47,266.03558,35
2009/11/11,3,31,270.1633333333333,47,263.85065,35,/,0,31,267.715,47,260.42899,35
2009/11/12,0,31,265.88533333333334,47,254.57687,35,/,3,31,270.255,47,261.39786,35
2009/11/13,0,31,269.276,47,258.98322,36,/,0,31,271.1636666666667,47,265.04477,36
2009/11/14,0,31,268.74333333333334,47,261.70767,43,/,0,31,271.1203333333333,47,264.30225,35
2009/11/15,0,31,267.637,47,260.21906,42,/,0,31,266.895,47,260.55557,35
2009/11/16,0,31,262.2553333333333,47,257.21368,42,/,0,31,261.882,47,253.78973,42
2009/11/17,0,31,257.13633333333337,47,254.47495,42,/,0,31,265.3666666666667,47,258.11145,42
2009/11/18,0,31,262.325,47,256.76642,35,/,0,31,267.15,47,257.91229,42
2009/11/19,0,31,263.92266666666666,47,256.00684,42,/,0,31,267.81399999999996,47,254.40921,42
2009/11/20,0,31,263.69933333333336,47,252.36382,34,/,0,31,266.89200000000005,47,252.62549,41
2009/11/21,0,31,263.106,47,249.23158,41,/,0,31,273.54966666666667,47,256.07837,41
2009/11/22,0,31,267.905,47,256.42508,29,/,0,31,277.503,47,260.14258,34
2009/11/23,0,31,269.38,47,256.28375,34,/,0,31,274.9136666666667,47,261.49805,29
2009/11/24,0,0,268.1446666666667,47,258.94739,29,/,0,31,274.846,47,262.0137,35
2009/11/25,0,31,270.1646666666667,47,259.26852,35,/,0,31,274.89099999999996,47,264.02798,35
2009/11/26,0,31,267.89966666666663,47,260.32275,35,/,0,31,274.466,47,262.43933,35
2009/11/27,0,31,269.20399999999995,47,262.20935,35,/,0,31,270.741,47,259.75397,35
2009/11/28,0,31,270.06466666666665,47,257.69568,35,/,0,31,272.9863333333333,47,260.58203,35
2009/11/29,0,31,269.08,47,258.69855,29,/,0,31,272.96799999999996,47,261.79373,29
2009/11/30,0,31,269.52600000000007,47,258.63678,29,/,0,31,274.4703333333334,47,259.85202,35
2009/12/01,0,31,268.49,47,259.71274,29,/,0,31,272.3136666666667,47,259.46219,29
2009/12/02,0,31,267.903,47,254.80374,42,/,0,31,272.77066666666667,47,257.55368,29
2009/12/03,0,31,266.81333333333333,47,256.51413,42,/,0,31,272.5056666666667,47,259.6546,29
2009/12/04,0,31,266.4936666666667,47,254.94464,29,/,0,31,270.28566666666666,47,259.73087,29
2009/12/05,0,31,264.8603333333333,47,257.5275,34,/,0,31,271.9506666666666,47,261.93515,34
2009/12/06,0,31,268.04966666666667,47,259.89587,34,/,3,31,272.93833333333333,47,260.98624,34
2009/12/07,0,31,268.0563333333333,47,258.76773,34,/,0,31,270.399,47,258.43704,29
2009/12/08,0,31,265.281,47,256.60605,43,/,0,31,272.4026666666666,47,258.97647,42
2009/12/09,0,31,266.5633333333334,47,257.15924,47,/,0,31,275.38433333333336,47,260.45578,29
2009/12/10,0,31,269.04433333333327,47,260.64856,29,/,0,31,270.69966666666664,47,264.57364,29
2009/12/11,0,31,267.5306666666667,47,261.97174,29,/,0,31,270.31066666666663,47,262.77908,29
2009/12/12,0,31,268.184,47,260.41568,29,/,0,31,269.9393333333333,47,261.30054,29
2009/12/13,0,31,266.296,47,258.3508,29,/,0,31,272.2613333333333,47,263.25912,29
2009/12/14,0,31,269.3183333333333,47,259.95676,29,/,0,31,267.87299999999993,47,257.17401,29
2009/12/15,0,31,262.87699999999995,47,252.25743,47,/,0,31,269.7556666666667,47,257.06848,31
2009/12/16,0,31,264.8226666666667,47,253.08798,28,/,0,31,267.2456666666667,47,253.56076,41
2009/12/17,0,31,262.534,47,251.6194,41,/,0,31,268.72266666666667,47,256.77847,41
2009/12/18,0,31,262.08799999999997,47,252.51787,41,/,0,31,268.059,47,255.79822,41
2009/12/19,0,31,263.14566666666667,47,251.73877,41,/,0,31,268.51266666666663,47,254.37636,41
2009/12/20,0,31,261.85299999999995,47,252.54337,24,/,0,31,268.2513333333333,47,256.08621,47
2009/12/21,0,31,262.7556666666667,47,252.87691,41,/,0,31,272.3573333333334,47,258.77737,28
2009/12/22,0,31,265.5586666666667,47,255.68449,28,/,0,31,270.61033333333336,47,257.80807,41
2009/12/23,0,0,266.07000000000005,47,254.67905,47,/,0,31,274.6863333333333,47,256.6611,47
2009/12/24,0,31,267.122,47,252.36385,47,/,0,31,266.8926666666666,47,254.81972,47
2009/12/25,0,31,261.5536666666667,47,251.72606,28,/,0,31,271.8893333333333,47,254.72449,47
2009/12/26,0,31,264.10266666666666,47,251.37892,28,/,0,31,261.0686666666667,47,248.54953,47
2009/12/27,0,31,257.53066666666666,47,251.51984,28,/,0,31,270.0853333333333,47,255.23479,28
2009/12/28,0,0,261.21299999999997,47,252.2016,41,/,0,31,267.9906666666667,47,256.02612,28
2009/12/29,0,31,261.298,47,252.35194,23,/,0,31,267.903,47,256.79324,41
2009/12/30,0,31,261.83433333333335,47,253.78883,42,/,0,31,268.978,47,258.53409,34
2009/12/31,0,31,264.87800000000004,47,255.16524,42,/,0,31,270.65566666666666,47,255.83604,30
